account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_category_code,transaction_number
25643,02232021 07:34:04,5.78,2242021,2.43E+14,SQ *PEARLAND COFFEE RO gosq.com      IL,5814,46
32628,04012021 08:10:31,19.47,4022021,6.86E+14,NETFLIX.COM            NETFLIX.COM   CA,4899,46
28226,03112021 12:06:32,16.55,3122021,1VKWOGBF44BU45L,DOORDASH*CHICK-FIL-A   SAN FRANCISCO PA,5812,46
37226,02152021 14:02:20,7.32,2162021,3.73E+11,SALAD AND GO           PHOENIX       NY,5814,46
31452,03172021 18:05:23,29.74,3182021,4.45E+12,TARGET        00014597 PEARLAND      TN,5411,46
26607,03052021 18:05:27,38.79,3062021,3.13E+11,BLUEMERCURY #172171    NEWPORT BEACH MI,5977,46
36717,04082021 16:25:41,26.88,4102021,3.35E+11,PIZZA HUT #27163       2104082441    IL,5812,46
33717,03032021 17:14:30,38.6,3042021,4.45E+12,DAN LEW EXCHANGE       MANSFIELD     CA,5812,46
20759,03152021 10:10:58,13.51,3162021,4.45E+12,EATZI'S - LOVERS       DALLAS        NM,5411,46
26603,04082021 11:48:07,10.78,4102021,3.51E+11,UNA MAS MEX GRILL #004 SUNNYVALE     NY,5812,46
25770,03292021 17:37:30,20.72,3302021,4.45E+12,TST* KNOCKOUT PIZZA -  CARLSBAD      NJ,5812,46
31094,01292021 19:00:42,1.94,1302021,8.39E+14,CHEVRON 0374409        PEARLAND      NJ,5541,47
37466,01302021 11:35:18,63.05,2012021,21670878000,GORRONO                MOUNTAIN VILL OH,5812,47
38829,02022021 11:29:00,14,2042021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,47
25643,02252021 12:12:37,11.77,2262021,3.41E+11,JASON'S DELI SSQ 015   CHICAGO       IL,5812,47
32628,04052021 18:44:38,27.15,4072021,57544968407,SHELL OIL 57544968407  TOMBALL       CA,5542,47
28226,03112021 17:22:15,32.48,3122021,3.73E+11,KFC C521016            HOUSTON       PA,5814,47
37226,02152021 16:41:50,3.96,2172021,57441827003,SHELL OIL 574418270QPS SCOTTSDALE    NY,5541,47
31452,03202021 19:20:02,10.49,3222021,3.23E+11,COLDSTONE #1131        PEARLAND      TN,5814,47
26607,03062021 18:57:40,2.75,3082021,8.00E+14,CITY OF LAGUNA BEACH I LAGUNA BEACH  MI,9399,47
36717,04092021 10:31:29,130.9,4102021,4.45E+12,WM SUPERCENTER #3510   PEARLAND      IL,5411,47
33717,03032021 17:15:07,77.04,3042021,4.45E+12,DAN LEW EXCHANGE       MANSFIELD     CA,5812,47
20759,03152021 16:35:02,216.73,3172021,2.66E+11,AL BIERNAT'S           DALLAS        NM,5812,47
26603,04102021 01:31:38,9.99,4102021,1VKWOGBF44BU45L,DOORDASH DASHPASS      SAN FRANCISCO NY,5812,47
25770,03292021 19:00:23,28.13,3302021,5.49E+14,RITE AID 05621         CARLSBAD      NJ,5912,47
31094,01302021 17:52:00,25.63,2012021,9.93E+13,H-E-B GAS/CARWASH #6   PEARLAND      NJ,5542,48
37466,01302021 20:35:17,19.91,2012021,5.62E+14,THE MARKET AT TELLUR   TELLURIDE     OH,5411,48
38829,02032021 10:47:23,16.5,2052021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,48
25643,02252021 12:35:12,6.14,2262021,5.39E+13,SQ *BLACK HOLE COFFEE  Chicago       IL,5814,48
32628,04062021 06:42:08,7.93,4082021,5.66E+14,CHICK-FIL-A #02820     HOUSTON       CA,5814,48
28226,03122021 02:11:58,12.65,3132021,2.35E+14,AMZN Mktp US*XA0P76ZC3 Amzn.com/bill PA,5942,48
37226,02162021 08:49:43,8.08,2172021,1.47E+14,PANERA BREAD #601908 P SCOTTSDALE    NY,5814,48
31452,03212021 12:26:00,9.6,3222021,4.45E+12,WALGREENS #9507        FRIENDSWOOD   TN,5912,48
36717,04092021 14:16:46,9.7,4102021,2.87E+14,SONIC DRIVE IN #4215   PEARLAND      IL,5814,48
33717,03032021 17:37:40,91.16,3042021,4.45E+12,DAN LEW EXCHANGE       MANSFIELD     CA,5812,48
20759,03162021 10:30:22,33.25,3172021,5186484,S&D OYSTER COMPANY     DALLAS        NM,5812,48
25770,03302021 09:02:36,21,3312021,4.96E+11,THE GOODS              CARLSBAD      NJ,5812,48
31094,02012021 16:56:46,12.72,2022021,4.45E+12,TST* THE PIT ROOM      HOUSTON       NJ,5812,49
37466,02012021 08:45:11,20.33,2022021,1.88E+14,SQ *THE COFFEE TRADER  Montrose      OH,5499,49
38829,02042021 11:55:19,14,2052021,4.45E+12,CKE*EL CHARRO MEXICA 3 HOUSTON       OH,5812,49
25643,02282021 16:02:08,10.83,3012021,4.98E+11,MINUTEKEY              BOULDER       IL,5251,49
32628,04062021 11:54:19,16,4082021,2737425389,PIOLA RESTAURANT       HOUSTON       CA,5812,49
28226,03122021 13:19:37,50,3152021,5.35E+14,VISIBLE CHANGES MEMORI HOUSTON       PA,7230,49
37226,02172021 09:22:40,7.79,2192021,4.96E+11,SNOOZE AN A.M. EATERY  SCOTTSDALE    NY,5812,49
31452,03222021 10:43:43,26.1,3232021,4.45E+12,SPECS #46              HOUSTON       TN,5921,49
33717,03032021 21:11:17,127.32,3042021,3.56E+11,EXTREMETERRAIN.COM     8778708556    CA,5533,49
20759,03162021 19:03:55,111.74,3182021,8.49E+11,PRINCI ITALIA DALLAS   DALLAS        NM,5812,49
25770,03302021 09:06:33,14.5,3312021,3.72E+11,CHOICE JUICERY         CARLSBAD      NJ,5814,49
31094,02022021 08:52:19,13.88,2042021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,50
37466,02012021 16:58:39,19.56,2022021,4.45E+12,TST* THE PIT ROOM      HOUSTON       OH,5812,50
38829,02052021 11:20:00,17,2082021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,50
25643,02282021 16:08:25,12.99,3012021,4.98E+11,MINUTEKEY              BOULDER       IL,5251,50
28226,03132021 12:07:55,7.57,3152021,3.72E+11,AMAZON.COM*NX0YL2GX3 A AMZN.COM/BILL PA,5942,50
37226,02172021 17:03:13,3.9,2182021,7.20E+14,CIRCLE K 05915         SCOTTSDALE    NY,5541,50
31452,03222021 14:06:32,105,3232021,3.73E+11,MILANO NAIL SPA        PEARLAND      TN,7230,50
33717,03032021 21:11:21,522.14,3042021,3.56E+11,EXTREMETERRAIN.COM     8778708556    CA,5533,50
20759,03172021 10:09:15,9.73,3182021,4.45E+12,WHOLEFDS HPK 10140     DALLAS        NM,5411,50
25770,03302021 15:00:09,119.4,4012021,2.66E+11,BELGON INCORPORATED    CARLSBAD      NJ,5812,50
31094,02022021 18:11:32,39.64,2042021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,51
37466,02032021 09:03:54,6.25,2052021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,51
38829,02052021 16:50:41,1.75,2062021,8031117859,COCA COLA SOUTHPOINT   HOUSTON       OH,5814,51
25643,02282021 16:14:26,10.83,3012021,4.98E+11,MINUTEKEY              BOULDER       IL,5251,51
28226,03132021 12:20:30,18.39,3152021,3.72E+11,AMZN MKTP US*QL5GQ6UQ3 AMZN.COM/BILL PA,5942,51
37226,02182021 11:29:03,7.32,2192021,3.73E+11,SALAD AND GO           PHOENIX       NY,5814,51
31452,03252021 09:00:52,6.12,3272021,90938217,KROGER #3 8323 BROADWA PEARLAND       TN,5411,51
33717,03042021 12:26:54,14.82,3052021,4.45E+12,MEZEH BOWIE TOWN CENTE BOWIE         CA,5812,51
20759,03172021 16:31:36,297.06,3182021,2.66E+11,AL BIERNAT'S           DALLAS        NM,5812,51
25770,03302021 15:40:03,6.02,4012021,9.07E+11,CARL S JR 117          CARLSBAD      NJ,5814,51
31094,02032021 09:03:08,17.05,2052021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,52
37466,02042021 08:24:04,4.77,2052021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,52
38829,02072021 16:36:37,3.45,2082021,4.45E+12,CVS/PHARMACY #06241    HOUSTON       OH,5912,52
25643,02282021 16:53:00,4.42,3012021,4.45E+12,WALGREENS #7534        PEARLAND      IL,5912,52
28226,03132021 12:24:52,21.64,3152021,2.35E+14,AMZN Mktp US*RP0PL2VD3 Amzn.com/bill PA,5942,52
37226,02192021 07:58:15,5.42,2222021,1.62E+14,MCDONALD'S F22352      PHOENIX       NY,5814,52
31452,03252021 15:11:47,4.98,3272021,10764655,WRAP AND ROLL          PEARLAND      TN,5812,52
33717,03042021 13:29:46,11.26,3052021,9.84E+11,PLAYA BOWLS            RESTON        CA,5812,52
20759,03182021 10:24:00,16.59,3192021,3.13E+11,FLYING FISH            DALLAS        NM,5812,52
25770,03302021 19:04:38,46.87,4012021,7.20E+14,JACK IN THE BOX 0036   CARLSBAD      NJ,5814,52
31094,02032021 15:07:50,80.7,2042021,4.45E+12,TEASE COLOR & STYLE BA HOUSTON       NJ,7230,53
37466,02042021 12:38:36,18.7,2062021,5.13E+14,RIM TANON              HOUSTON       OH,5812,53
38829,02082021 06:57:45,19.47,2092021,3.25E+14,NETFLIX.COM            NETFLIX.COM   OH,4899,53
25643,03062021 11:33:05,4,3082021,1.08E+12,UT PARKING SAG         AUSTIN        IL,7523,53
28226,03132021 12:36:10,14.06,3162021,2.35E+14,AMZN Mktp US*JS2TH7PW3 Amzn.com/bill PA,5942,53
37226,02192021 11:53:50,44.92,2202021,8.79E+12,ROSATIS PIZZA - SCOTT  SCOTTSDALE    NY,5812,53
31452,03282021 09:37:34,12.1,3302021,5.05E+14,MCDONALD'S M6177 OF    PEARLAND      TN,5814,53
33717,03052021 08:30:59,15.75,3062021,2.43E+14,SQ *NICKEL & BEAN COFF Mansfield     CA,5814,53
20759,03192021 10:27:40,17.31,3202021,4.45E+12,EATZI'S - OAK LAWN     DALLAS        NM,5411,53
25770,03312021 03:08:14,204.82,4022021,524861500,BEACH TERRACE INN      CARLSBAD      NJ,7011,53
31094,02042021 06:38:28,5.13,2052021,2.66E+11,SHIPLEY DONUTS         PEARLAND      NJ,5814,54
37466,02052021 17:32:19,5.4,2062021,1.60E+14,Prime Video*AY13F3843  888-802-3080  OH,5818,54
38829,02082021 11:39:48,15.5,2092021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,54
25643,03092021 13:38:22,11.89,3102021,3.41E+11,JASON'S DELI SSQ 015   CHICAGO       IL,5812,54
28226,03142021 09:32:38,8.54,3162021,3.09E+14,TACO BELL 021394       HOUSTON       PA,5814,54
37226,02202021 12:38:04,11,2222021,4.45E+12,CLEAN FREAK CAR WASH - CHANDLER      NY,7542,54
31452,03282021 15:57:47,34.04,3292021,8.39E+14,CHEVRON 0374409        PEARLAND      TN,5542,54
33717,03052021 08:39:33,7.25,3062021,2.43E+14,SQ *NICKEL & BEAN COFF Mansfield     CA,5814,54
20759,03192021 17:53:25,85.93,3202021,5186484,S&D OYSTER COMPANY     DALLAS        NM,5812,54
25770,03312021 10:42:55,41.26,4012021,4.71E+14,CHEVRON 0352032        CARLSBAD      NJ,5542,54
31094,02042021 08:22:46,4.52,2052021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,55
37466,02062021 08:46:46,39.21,2082021,2.35E+14,AMZN Mktp US*9Y9HV7NC3 Amzn.com/bill OH,5942,55
38829,02082021 23:58:15,55.29,2102021,2.28E+14,COMCAST OF HOUSTON     713-341-1000  OH,4899,55
25643,03092021 13:54:21,5.33,3102021,5.39E+13,SQ *BLACK HOLE COFFEE  Chicago       IL,5814,55
28226,03142021 09:35:23,6.77,3162021,5.35E+14,BISTRO THAI            HOUSTON       PA,5812,55
37226,02252021 10:02:40,41.94,2262021,5.43E+14,FIRST WATCH - 211      SCOTTSDALE    NY,5812,55
31452,03282021 16:50:31,19.45,3302021,5.35E+14,BOILING PHO            PEARLAND      TN,5812,55
33717,03052021 19:09:06,205.89,3062021,4.45E+12,TST* NOMAD - POLARIS   COLUMBUS      CA,5812,55
20759,03202021 10:00:31,7.37,3222021,4.33E+11,JERSEY MIKES 15017 QPS DALLAS        NM,5814,55
25770,03312021 11:55:35,7.2,4012021,3.50E+14,MCDONALD'S F16724      EL CAJON      NJ,5814,55
31094,02042021 08:24:18,3.25,2052021,2.43E+14,SQ *CANDIDO SERRANO    Houston       NJ,5814,56
37466,02062021 12:46:15,3.19,2082021,3.20E+14,STARBUCKS STORE 06322  HOUSTON       OH,5814,56
38829,02092021 11:15:52,14,2112021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,56
25643,03102021 11:35:34,10.12,3112021,4.45E+12,CVS/PHARMACY #07162    CHICAGO       IL,5912,56
28226,03172021 05:57:15,10.35,3182021,5.99E+14,CHEVRON 0381201        HOUSTON       PA,5542,56
37226,02262021 09:00:07,9.3,2272021,1.47E+14,PANERA BREAD #601908 P SCOTTSDALE    NY,5814,56
31452,03292021 06:43:46,8.11,3302021,8.39E+14,CHEVRON 0374409        PEARLAND      TN,5541,56
33717,03062021 06:35:57,565.25,3082021,3.39E+14,Vrbo HAVV9W78          512-759-0902  CA,6513,56
20759,03202021 10:15:08,3.78,3222021,4.69E+14,CENTRAL MARKET #747    DALLAS        NM,5411,56
25770,03312021 14:20:31,48.23,4012021,8036460353,CARLS JR 1101353       YUMA          NJ,5812,56
31094,02042021 12:39:01,18.59,2062021,5.13E+14,RIM TANON              HOUSTON       NJ,5812,57
37466,02062021 17:21:36,4.32,2082021,1.60E+14,Prime Video*DL5JN7133  888-802-3080  OH,5818,57
38829,02102021 11:47:17,16,2122021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,57
25643,03102021 19:41:39,20.73,3112021,3.41E+11,JASON'S DELI PTX 187   PEARLAND      IL,5812,57
28226,03182021 02:48:50,145.05,3202021,2.91E+13,FARMERS INS BILLING    877-327-6392  PA,5960,57
37226,02262021 10:28:17,49.65,2272021,7.20E+14,PARTY CITY 948         SCOTTSDALE    NY,5999,57
31452,03292021 18:21:08,200.21,3302021,4.45E+12,TARGET        00014597 PEARLAND      TN,5411,57
33717,03062021 11:10:26,32.47,3082021,21641492000,NORTHSTAR CAFE         WESTERVILLE   CA,5812,57
20759,03202021 15:44:01,124.59,3222021,2.66E+11,AL BIERNAT'S           DALLAS        NM,5812,57
25770,03312021 18:35:41,16.06,4022021,9103261,POMEGRANATE CAFE       PHOENIX       NJ,5812,57
31094,02052021 11:55:46,21.81,2082021,5.13E+14,RIM TANON              HOUSTON       NJ,5812,58
37466,02072021 13:21:31,64.43,2082021,6.94E+14,TRADER JOE'S #426 QPS  HOUSTON       OH,5411,58
38829,02102021 13:44:20,7.48,2112021,4.45E+12,CVS/PHARMACY #07162    HOUSTON       OH,5912,58
25643,03162021 18:41:55,2.48,3172021,6.20E+14,TEXACO 0309321         PEARLAND      IL,5541,58
28226,03182021 05:49:19,20.56,3192021,3.72E+11,AMAZON.COM*C625P8GR3 A AMZN.COM/BILL PA,5942,58
37226,02262021 15:47:19,3.3,3012021,57444314108,SHELL OIL 57444314108  SCOTTSDALE    NY,5541,58
31452,03312021 16:57:53,24.3,4012021,4.45E+12,CHICKEN SALAD CHICK -  PEARLAND      TN,5814,58
33717,03072021 12:01:50,3.95,3082021,3.46E+11,CHIPOTLE 0489          MANSFIELD     CA,5814,58
20759,03202021 19:23:55,387.34,3222021,4.45E+12,TST* BOB S STEAK & CHO DALLAS        NM,5812,58
25770,03312021 19:01:10,29.51,4012021,5.27E+14,Subway 16189           4804602066    NJ,5814,58
31094,02052021 14:37:39,11.55,2062021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,59
37466,02072021 18:25:46,4.32,2082021,1.60E+14,Prime Video*KJ04K9E43  888-802-3080  OH,5818,59
38829,02112021 11:20:25,16.5,2132021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,59
25643,03202021 12:18:34,24.48,3222021,4.45E+12,WALGREENS #7534        PEARLAND      IL,5912,59
28226,03182021 06:13:18,32.67,3192021,5.99E+14,CHEVRON 0381201        HOUSTON       PA,5542,59
37226,03012021 12:37:20,7.32,3022021,3.73E+11,SALAD AND GO           PHOENIX       NY,5814,59
31452,04022021 17:51:36,187.94,4032021,7.20E+14,OLD NAVY US 3426       PEARLAND      TN,5651,59
33717,03082021 07:15:51,50,3092021,2.18E+11,OHIO HEALTH KIOSK      COLUMBUS      CA,8099,59
20759,03212021 17:03:29,56.82,3222021,4.45E+12,TST* FERNANDO S MIDWAY DALLAS        NM,5812,59
25770,04012021 08:50:57,23.78,4032021,4.45E+12,TST* WOW WOW HAWAIIAN  PHOENIX       NJ,5812,59
31094,02062021 15:38:13,5,2082021,5.56E+14,HOUSTON GALLERIA       HOUSTON       NJ,7523,60
37466,02092021 10:49:27,12.22,2102021,7.20E+14,ZOES KITCHEN           HOUSTON       OH,5812,60
38829,02112021 16:44:01,1.75,2122021,8031117859,COCA COLA SOUTHPOINT   HOUSTON       OH,5814,60
25643,03252021 11:17:10,9.62,3272021,5.64E+14,CHICK-FIL-A #01801     CHICAGO       IL,5814,60
28226,03202021 18:13:43,80.65,3222021,11541474,GRINGOS KATY           KATY          PA,5812,60
37226,03012021 15:42:11,4.76,3032021,57444314108,SHELL OIL 57444314108  SCOTTSDALE    NY,5541,60
31452,04022021 18:27:51,17.91,4032021,7.20E+14,MARBLE SLAB CREAMERY   PEARLAND      TN,5814,60
33717,03082021 10:59:03,113.13,3092021,4.46E+11,PARTZILLA.COM          8774734595    CA,5533,60
20759,03222021 09:59:35,8.1,3232021,4.69E+14,CENTRAL MARKET #747    DALLAS        NM,5411,60
25770,04012021 16:32:23,85.56,4032021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,60
31094,02082021 07:28:19,25.14,2102021,6.46E+14,CIRCLE K #2742148      HOUSTON       NJ,5542,61
37466,02092021 11:16:14,4.56,2102021,5.39E+13,SQ *FELLINI CAFE HOUST Houston       OH,5499,61
38829,02132021 09:54:22,1.49,2132021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,61
25643,03262021 10:36:33,5.87,3272021,5.39E+13,SQ *BLACK HOLE COFFEE  Chicago       IL,5814,61
28226,03232021 06:14:08,40.98,3242021,5.99E+14,CHEVRON 0381201        HOUSTON       PA,5542,61
37226,03022021 09:08:17,5.33,3032021,6.89E+14,MAVERIK #401           PRESCOTT VALL NY,5541,61
31452,04062021 13:18:18,182.35,4072021,7.20E+14,OLD NAVY US 6360       WEBSTER       TN,5651,61
33717,03082021 17:14:09,47.01,3092021,3.07E+14,OUTBACK 3636           MANSFIELD     CA,5812,61
20759,03222021 16:34:57,118.1,3242021,21652460000,CAFE PACIFIC           DALLAS        NM,5812,61
25770,04012021 17:50:41,57.67,4032021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,61
31094,02082021 08:04:15,8,2092021,5.39E+13,SQ *MERCANTILE MONTROS Houston       NJ,5499,62
37466,02092021 18:10:56,24.51,2112021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,62
38829,02132021 09:54:23,1.49,2132021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,62
25643,03282021 17:45:32,11.45,3292021,4.45E+12,WALGREENS #7534        PEARLAND      IL,5912,62
28226,03232021 16:26:26,32.48,3242021,8024441084,CANINE COUNTRY CLUB    KATY          PA,7299,62
37226,03042021 17:24:37,86.43,3062021,7.20E+14,SAKS O5 SCOTTSDALE 844 SCOTTSDALE    NY,5311,62
31452,04062021 13:45:50,53.03,4082021,5054485999,ULTA #1574             WEBSTER       TN,5399,62
33717,03092021 11:01:37,10.1,3102021,UDFI067405,UNITED DAIRY FAR       COLUMBUS     CAUS,5541,62
20759,03232021 07:20:16,173.21,3252021,2.79E+11,COLEHAAN.COM           8006958945    NM,5964,62
25770,04012021 18:51:35,17.79,4032021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,62
31094,02082021 12:57:18,10.47,2102021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,63
37466,02102021 06:18:15,4.02,2112021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,63
38829,02142021 12:31:55,20,2152021,2.43E+14,SQ *DIMASSI S KIRBY    Houston       OH,5812,63
25643,03302021 13:03:08,11.89,3312021,3.41E+11,JASON'S DELI SSQ 015   CHICAGO       IL,5812,63
28226,03232021 17:02:13,23.8,3242021,3.34E+11,POPEYES 13084          HOUSTON       PA,5814,63
37226,03052021 11:59:39,303,3072021,CHASE,8898 E LEGACY BLVD     SCOTTSDALE     NY,6011,63
31452,04072021 07:35:51,7.57,4092021,4.04E+14,CHICK-FIL-A #03847     PEARLAND      TN,5814,63
33717,03112021 08:34:23,6.09,3122021,3.86E+14,BP#38603351243 SOMRQPS SOMERSET      CA,5541,63
20759,03242021 10:52:39,62.76,3252021,5.86E+14,TOTAL WINE & MORE 5    DALLAS        NM,5921,63
25770,04012021 21:17:39,64.98,4032021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,63
31094,02092021 10:48:19,13.95,2102021,7.20E+14,ZOES KITCHEN           HOUSTON       NJ,5812,64
37466,02102021 11:24:16,21.4,2122021,5.13E+14,RIM TANON              HOUSTON       OH,5812,64
38829,02172021 10:58:31,350,2182021,3.72E+11,COMMODITY SYSTEMS INC  5613928663    OH,5045,64
25643,03302021 17:28:59,8.23,3312021,4.45E+12,WALGREENS #7534        PEARLAND      IL,5912,64
28226,03232021 18:01:04,5.41,3242021,5.27E+14,DollarShaveClubUS      Marina D Rey  PA,5968,64
37226,03112021 09:23:55,4.88,3122021,1.62E+14,MCDONALD'S F22352      PHOENIX       NY,5814,64
31452,04072021 13:26:00,8.73,4082021,9.70E+14,CHEVRON 0372621        PEARLAND      TN,5541,64
33717,03112021 16:07:58,24.71,3132021,4.45E+12,TST* RANCHO FIESTA     MANSFIELD     CA,5812,64
20759,03242021 11:02:44,6.27,3252021,4.45E+12,EATZI'S - OAK LAWN     DALLAS        NM,5411,64
25770,04012021 23:36:07,41.26,4032021,3.73E+11,MELLOW MUSHROOM        MESA          NJ,5812,64
31094,02092021 11:15:24,3.98,2102021,5.39E+13,SQ *FELLINI CAFE HOUST Houston       NJ,5499,65
37466,02102021 11:37:23,8.04,2112021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,65
38829,02192021 09:55:25,1009.9,2202021,5.27E+14,CFA Institute          4349515499    OH,8299,65
25643,03312021 14:40:38,13.38,4012021,4.45E+12,CVS/PHARMACY #07162    CHICAGO       IL,5912,65
28226,03242021 06:15:25,7.57,3252021,2.35E+14,AMZN Mktp US*UG9PE6PJ3 Amzn.com/bill PA,5942,65
37226,03112021 14:51:29,4.38,3132021,4.40E+12,7-ELEVEN 21040         PHOENIX       NY,5541,65
31452,04092021 10:44:07,12.42,4102021,92AE2QQZ8DIXYZE,JAX BURGER* JAX BURGER PEARLAND      TN,5812,65
33717,03122021 09:29:47,33,3152021,8.79E+12,BLUE STAR BARBERSHOP   COLUMBUS      CA,7298,65
20759,03242021 16:18:12,81.7,3262021,21652460000,CAFE PACIFIC           DALLAS        NM,5812,65
25770,04022021 07:53:54,66.95,4032021,4.46E+11,SP * BYLT BASICS       8559801917    NJ,5691,65
31094,02092021 18:08:16,47.39,2112021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,66
37466,02102021 14:35:35,7.5,2112021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,66
38829,02202021 13:35:28,30,2222021,1.88E+14,SQ *MAIN KAT'S MEOW LL Houston       OH,7230,66
25643,04012021 12:40:20,5.7,4032021,1900274,WHOLEFDS  2955 KIRBY D HOUSTON        IL,5411,66
28226,03242021 12:32:56,17.7,3252021,7.85E+14,Amazon.com*TJ09P62M3   Amzn.com/bill PA,5942,66
37226,03142021 16:15:33,27.75,3162021,2.98E+14,GLOW PUTT MINI GOLF    SCOTTSDALE    NY,7992,66
33717,03122021 09:39:27,7.3,3132021,4.45E+12,JIMMY JOHNS - 3460     WESTERVILLE   CA,5814,66
20759,03252021 11:02:41,68.12,3262021,1.34E+14,EXXONMOBIL    47958376 DALLAS        NM,5542,66
25770,04022021 11:09:11,22.98,4032021,4.45E+12,WALGREENS #5569        PHOENIX       NJ,5912,66
31094,02102021 11:23:44,21.41,2122021,5.13E+14,RIM TANON              HOUSTON       NJ,5812,67
37466,02102021 20:29:31,44.9,2122021,2737425389,PIOLA RESTAURANT       HOUSTON       OH,5812,67
38829,02222021 12:11:17,14,2232021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,67
25643,04022021 19:33:09,11.04,4032021,4.45E+12,WALGREENS #7534        PEARLAND      IL,5912,67
28226,03252021 23:54:35,57.62,3272021,2.35E+14,AMZN Mktp US*H75LO8IU3 Amzn.com/bill PA,5942,67
37226,03142021 17:23:39,9,3152021,4.96E+11,COBBLESTONE AUTO SPA - SCOTTSDALE    NY,7542,67
33717,03122021 16:32:55,8.2,3132021,407965,SHELL SERVICE STATION  TOLEDO       CAUS,5541,67
20759,03252021 18:00:04,104.45,3272021,4.45E+12,TST* REX S SEAFOOD AND DALLAS        NM,5812,67
25770,04022021 14:27:25,5.35,4032021,7.20E+14,CIRCLE K 06357         MESA          NJ,5541,67
31094,02112021 12:38:11,18.45,2122021,4.45E+12,HOBBIT CAFE - HOUSTON  HOUSTON       NJ,5812,68
37466,02112021 05:54:15,28.99,2132021,3.43E+14,MAIN SUPER EXPRESS     HOUSTON       OH,5542,68
38829,02232021 11:41:02,14,2252021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,68
28226,03262021 14:50:27,22.72,3272021,3.72E+11,AMZN MKTP US*Y31CX3MC3 AMZN.COM/BILL PA,5942,68
37226,03152021 12:15:33,7.38,3172021,5.25E+14,SPROUTS FARMERS MARK   SCOTTSDALE    NY,5411,68
33717,03122021 18:55:23,103.12,3152021,1.83E+13,KENGO SUSHI AND YAKITO TOLEDO        CA,5812,68
20759,03252021 18:15:48,5.47,3262021,9.84E+11,SPRINKLES #303         DALLAS        NM,5812,68
25770,04022021 14:28:02,32.88,4032021,7.20E+14,CIRCLE K 06357         MESA          NJ,5542,68
31094,02112021 14:12:32,8.04,2122021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,69
37466,02112021 06:05:07,4.77,2122021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,69
38829,02242021 00:43:57,60.01,2252021,1.87E+14,TRIEAGLE ENERGY LP     877-933-2453  OH,4900,69
28226,03292021 00:17:57,4.32,3302021,7.85E+14,Amazon.com*CO6UJ3Q13   Amzn.com/bill PA,5942,69
37226,03152021 12:39:58,2.43,3162021,2.60E+14,STARBUCKS STORE 05664  SCOTTSDALE    NY,5814,69
33717,03122021 20:58:11,52,3152021,6525797,COCK N BULL            TOLEDO        CA,5812,69
20759,03272021 07:13:23,32.42,3292021,2.19E+14,IN *SECURITY ASSISTANT 214-5225828   NM,7393,69
25770,04032021 11:49:19,91.33,4052021,4.59E+14,SAFEWAY #1980          PHOENIX       NJ,5411,69
31094,02112021 14:40:59,6.41,2122021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,70
37466,02112021 12:38:10,25,2122021,4.45E+12,HOBBIT CAFE - HOUSTON  HOUSTON       OH,5812,70
38829,02242021 11:09:23,11.5,2262021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,70
28226,04052021 16:52:20,24.99,4062021,1.12E+14,APPLE.COM/BILL         866-712-7753  PA,5818,70
37226,03222021 12:16:42,180.47,3242021,8013219000,HOUSTON S (713) 529-23 HOUSTON       NY,5812,70
